Disease,Patient_Description
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
