Disease,Patient_Description
হার্ট ডিজিজ,"ডাক্তার সাহেব, হঠাৎ বুকে ধড়াস করে ব্যথা, কখনো কখনো ঘাম আর মাথা ঘোরা। ভয় লাগতাছে, একদম ভাল লাগতাছে না।"
হার্ট ডিজিজ,"ডাক্তার সাহেব, গত দুই দিন ধইরা বুকে চাপ, কখনো কখনো ব্যথা হাতে ছড়ায়। হৃদস্পন্দন দ্রুত হয়, আমি খুব চিন্তিত।"
হার্ট ডিজিজ,"ডাক্তার সাহেব, হঠাৎ বুকে ধড়াস করে ব্যথা, কখনো কখনো ঘাম আর মাথা ঘোরা। ভয় লাগতাছে, একদম ভাল লাগতাছে না।"
হার্ট ডিজিজ,"ডাক্তার সাহেব, গত দুই দিন ধইরা বুকে চাপ, কখনো কখনো ব্যথা হাতে ছড়ায়। হৃদস্পন্দন দ্রুত হয়, আমি খুব চিন্তিত।"
হার্ট ডিজিজ,"হঠাৎ করেই বুক ধড়ফড়,বাহুটা অবশ হইয়া আসে। কখনো কখনো মাথা ঘোরা আর বমি ভাব। এটা কতটা সিরিয়াস ডাক্তার?"
হার্ট ডিজিজ,"গত তিন দিন ধইরা বুকে চাপ, হাতে হালকা ঝিঁঝি ধরে। কখনো কখনো শ্বাস নিতে কষ্ট হয়, আমি কী করব এখন?"
হার্ট ডিজিজ,"ডাক্তার সাহেব, বুকে কি যেন চাপ দিয়া রাখছে! হাঁপ ধরে আসে,হাতে টান টান ব্যথা। একটু হাটলেই ঘামে ভিজে যাই।"
হার্ট ডিজিজ,"ডাক্তার সাহেব, গত দুই দিন ধইরা বুকে চাপ, কখনো কখনো ব্যথা হাতে ছড়ায়। হৃদস্পন্দন দ্রুত হয়, আমি খুব চিন্তিত।"
হার্ট ডিজিজ,"হায় আল্লাহ! হঠাৎ করেই বুকে ধড়াস করে ব্যথা, গলায় কেমন যেন চাপ লাগে। মাথা ঘুরতাছে, আমি তো খুব ভয় পাইছি ডাক্তার!"
হার্ট ডিজিজ,"ডাক্তার সাব, আমি খুব অসুস্থ। বুকে ব্যথা, কখনো কখনো মাথা ঘুরায়, হাটাহাটি করলে ব্যথা বাড়ে। এটা কি হার্ট অ্যাটাকের লক্ষণ?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"কখনো কখনো হালকা বমি ভাব, উদগার, অস্বস্তি। বুকে জ্বালা করে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"আমার বুকে তীব্র জ্বালা হয়, কখনো কখনো বমি ভাব হয়। খাওয়ার পর অস্বস্তি লাগে। আমি চিন্তিত।"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"ডাক্তার, খাবারের পরে বুকের মধ্যে তীব্র জ্বালা, উদগার, পেট ফোলা। কখনো কখনো হালকা বমি ভাব। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"বুকে অস্বস্তি, কখনো কখনো পেট ফোলা, বমি ভাব। জ্বর ৩৮°C। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,খাবারের পরে মাঝে মাঝে উদগার আর বুকে তীব্র চাপ অনুভব করি। অস্বস্তি কয়েক ঘণ্টা থাকে। আমার কী করা উচিত?
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"খাবারের পরে বুকে চাপ লাগে, কখনো কখনো বমি ভাব হয়। মাঝে মাঝে উদগার হয়। আমার কী হয়েছে?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, গত দুদিন ধরে বুকে জ্বালা করছে, মাঝে মাঝে উদগার হয়। পেটে অস্বস্তি লাগে। এটা কি অম্বল?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে তীব্র জ্বালা, কখনো কখনো পেট ফোলা। মাঝে মাঝে বमি ভাব হয়। আমি চিন্তিত।"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"খাওয়ার পরে অস্বস্তি লাগে, মাঝে মাঝে উদগার হয়, হালকা জ্বালা করে। আমি খুব অস্বস্তিতে আছি। এটা কি গুরুতর?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
অম্বল,"ডাক্তার, খাওয়ার পর বুকে হালকা জ্বালা করে, কখনো কখনো পেট ফোলা। বমি ভাব হচ্ছে। এটা কি সাধারণ সমস্যা?"
অম্বল,"গত তিনদিন ধরে বুকে অস্বস্তি লাগে, কখনো কখনো বমি ভাব হয়। উদগার হচ্ছে। আমার কী করা উচিত?"
অম্বল,"বুকে হালকা জ্বালা, মাঝে মাঝে উদগার হয়, পেটে অস্বস্তি লাগে। এটা কি সাধারণ অম্বল?"
অম্বল,"ডাক্তার, বুকে জ্বালা করে, কখনো কখনো পেট ফোলা, অস্বস্তি লাগে। জ্বর ৩৮.৫°C। এটা কতটা গুরুতর?"
অম্বল,"খাওয়ার পরে বুকে অস্বস্তি, মাঝে মাঝে উদগার আর হালকা বমি ভাব হয়। আমি খুব অসুস্থ বোধ করছি।"
অম্বল,"ডাক্তার, খাবারের পরে পেট ফোলা, বুকে জ্বালা করে। মাঝে মাঝে উদগার হয়। এটা কতটা গুরুতর?"
